Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,11381156.26,6.997204125,-0.024,10.0,3.00137149090889,,7.88103191648284e-07,7.83922543618114e-05,1.18724464581212e-06,7.84012442106371e-05,0.867673826414803,1.54164943630672e-08,6.533262079108201e-11,1.54166327970093e-08,0.242808834424504,320,25,5,13.4965986394558,-0.076805167652275,0.000105621232453,4369,0,6.9939189,7.0011692,-0.024,-0.024,,7.010325,,,,,,,,,,,,,,,,,,,,,,,6.997204125,,,,
,11381191.2,6.9970901,-0.024,12.5890027958993,3.00137129787711,,1.14500102607576e-06,7.74994640380085e-05,1.41088181345699e-06,7.75123055628596e-05,1.0429574653107,1.54267150388805e-08,2.2257728863530997e-12,1.54267151994482e-08,0.0082666589313646,384,25,5,13.4965986394558,-0.076805167652275,0.0001079059870739,4369,0,6.9713893,7.0116296,-0.024,-0.024,,7.012625,,,,,,,,,,,,,,,,,,,,,,,6.9970901,,,,
,11381225.79,6.9973668625,-0.024,15.8490214352283,3.00137099187908,,4.24795408035431e-07,7.91074611783987e-05,2.67973174774666e-06,7.91528355545885e-05,1.94012840421194,1.53783714948878e-08,1.1553910597054098e-11,1.53783758351663e-08,0.0430468329982737,480,25,5,13.4965986394558,-0.076805167652275,0.0001100383514995,4369,0,6.9841824,7.0073519,-0.024,-0.024,,7.010125,,,,,,,,,,,,,,,,,,,,,,,6.9973668625,,,,
,11381260.11,7.007943975,-0.024,19.952935694315,3.00137050692122,,5.04841965462498e-07,7.914781309374e-05,2.11093432939646e-06,7.91759582276377e-05,1.52776125437775,1.53930559907943e-08,3.06684679346016e-11,1.53930865420374e-08,0.114153515248355,304,25,5,13.4965986394558,-0.076805167652275,0.0001128988072306,4369,0,6.9653091,7.0267487,-0.024,-0.024,,7.0218375,,,,,,,,,,,,,,,,,,,,,,,7.007943975,,,,
,11381295.15,7.0044356125,-0.024,25.1190587138863,3.00136973837459,,7.17800570915068e-07,7.76779615229865e-05,3.60874990336642e-06,7.77617436933588e-05,2.65992529315248,1.53979614057121e-08,3.47554813097457e-11,1.53980006297987e-08,0.129324847605463,400,25,5,13.4965986394558,-0.076805167652275,0.0001156425764379,4373,0,6.9718099,7.030797,-0.024,-0.024,,7.0057875,,,,,,,,,,,,,,,,,,,,,,,7.0044356125,,,,
,11381328.84,7.012852175,-0.024,31.6230195712954,3.00136852027881,,2.95751958978315e-07,7.7667600770137e-05,4.72134768009902e-06,7.78109718054322e-05,3.47868118348322,1.54130999282075e-08,4.81784267129418e-11,1.54131752263351e-08,0.179095155208091,496,25,5,13.4965986394558,-0.076805167652275,0.0001192129764103,4373,0,6.9912558,7.0342402,-0.024,-0.024,,7.0174375,,,,,,,,,,,,,,,,,,,,,,,7.012852175,,,,
,11381362.2,7.00792955,-0.024,39.8108108108108,3.00136658978538,,2.44897006922453e-07,7.78218450933635e-05,6.70847661688797e-06,7.81104553325276e-05,4.92688841475013,1.54005995639584e-08,5.0171128667916296e-11,1.54006812859544e-08,0.186654015967622,312,25,5,13.4965986394558,-0.076805167652275,0.0001240682187159,4373,0,6.9615912,7.0523767,-0.024,-0.024,,7.021775,,,,,,,,,,,,,,,,,,,,,,,7.00792955,,,,
,11381396.45,6.9965423875,-0.024,50.118825722274,3.00136353011628,,4.70085193027818e-07,7.79767585121905e-05,7.45918535949501e-06,7.83327154788839e-05,5.4642351909778,1.54069317176863e-08,4.410789347956689e-11,1.5406994854926e-08,0.164029365590732,400,25,5,13.4965986394558,-0.076805167652275,0.0001301158558238,4373,0,6.9781761,7.0300326,-0.024,-0.024,,7.001675,,,,,,,,,,,,,,,,,,,,,,,6.9965423875,,,,
,11381432.02,7.0036465625,-0.024,63.096458527493,3.00135868063289,,3.16860666330048e-07,7.63620007002461e-05,9.96359678998762e-06,7.70092748436046e-05,7.43386901919356,1.53988549058769e-08,6.18239604351209e-11,1.53989790120752e-08,0.230032232597082,504,25,5,13.4965986394558,-0.076805167652275,0.0001367330342763,4373,0,6.9713612,7.0350051,-0.024,-0.024,,6.9976875,,,,,,,,,,,,,,,,,,,,,,,7.0036465625,,,,
,11381466.04,7.00186605,-0.024,79.4333643988816,3.00135099520827,,1.63079986688585e-07,7.5921852322328e-05,1.2291505360661e-05,7.69103943825835e-05,9.19621166866234,1.53951642161174e-08,7.217947239806059e-11,1.53953334201458e-08,0.2686264840087,316,25,5,13.4965986394558,-0.076805167652275,0.0001454070435736,4373,0,6.9569635,7.0418282,-0.024,-0.024,,7.007275,,,,,,,,,,,,,,,,,,,,,,,7.00186605,,,,
,11381500.55,6.9976251,-0.024,100.0,3.00133881500266,,7.10638280713608e-08,7.56705680908358e-05,1.51092723417293e-05,7.71642727295888e-05,11.2918455959697,1.53757693201199e-08,7.1097918785489e-11,1.53759336984652e-08,0.264935143127137,400,25,5,13.4965986394558,-0.076805167652275,0.0001566518488261,4373,0,6.9548068,7.0375333,-0.024,-0.024,,7.00635,,,,,,,,,,,,,,,,,,,,,,,6.9976251,,,,
,11381534.14,7.00268715,-0.024,125.890027958993,3.00131951260894,,7.49981198591111e-08,7.20142552893041e-05,1.78104518469926e-05,7.41839953080657e-05,13.8915471060805,1.53799568991737e-08,-1.1565874971969e-11,1.53799612479975e-08,-0.0430869671284313,500,25,5,13.4965986394558,-0.076805167652275,0.000172455749973,4373,0,6.9719834,7.0259356,-0.024,-0.024,,7.0108375,,,,,,,,,,,,,,,,,,,,,,,7.00268715,,,,
,11381569.27,6.9966567,-0.024,158.490214352283,3.00128891477575,,7.30268857580158e-08,6.88334579512147e-05,2.09094588372442e-05,7.19392132455453e-05,16.8971463549589,1.53827737147594e-08,-1.7446318822789598e-11,1.53827836080969e-08,-0.0649817793936336,316,25,5,13.4965986394558,-0.076805167652275,0.0001899602435341,4373,0,6.9622002,7.0134482,-0.024,-0.024,,7.0135875,,,,,,,,,,,,,,,,,,,,,,,6.9966567,,,,
,11381604.16,7.0031496375,-0.024,199.530288909599,3.0012404227093,,8.61955243692351e-08,6.51092823697211e-05,2.37179305235412e-05,6.92947247560707e-05,20.0156092907383,1.5382602213241e-08,-2.6379769325218698e-11,1.53826248326817e-08,-0.0982569752654854,398,25,5,13.4965986394558,-0.076805167652275,0.0002120354237582,4373,0,6.9950447,7.020442,-0.024,-0.024,,7.0068625,,,,,,,,,,,,,,,,,,,,,,,7.0031496375,,,,
,11381638.82,7.023763375,-0.024,251.189655172414,3.00116358324547,,4.65575759684076e-08,6.02890801256378e-05,2.62045535510673e-05,6.57377502596972e-05,23.4920993460919,1.53805606028345e-08,-3.8794717443198e-11,1.53806095291301e-08,-0.144518065399154,502,25,5,13.4965986394558,-0.076805167652275,0.0002397627617028,4373,0,7.0104828,7.0538526,-0.024,-0.024,,7.0276875,,,,,,,,,,,,,,,,,,,,,,,7.023763375,,,,
,11381673.15,7.0068248,-0.024,316.22972972973,3.00104180430481,,3.33997605756015e-08,5.49337464196391e-05,2.82239548278099e-05,6.17600851830652e-05,27.1932702868226,1.53854336760022e-08,-5.0834851326980395e-11,1.53855176572246e-08,-0.189309700043282,316,25,5,13.4965986394558,-0.076805167652275,0.0002745872162998,4373,0,7.0035772,7.0081983,-0.024,-0.024,,7.0124625,,,,,,,,,,,,,,,,,,,,,,,7.0068248,,,,
,11381707.15,7.0017739625,-0.024,398.109972041007,3.0008488274793,,3.33286512827489e-08,4.91963364395188e-05,2.91439337705696e-05,5.71808394017933e-05,30.6425211825778,1.53866049383006e-08,-6.9550384761968e-11,1.53867621279903e-08,-0.258986071742299,398,25,5,13.4965986394558,-0.076805167652275,0.0003176080726524,4373,0,6.9997106,7.0037956,-0.024,-0.024,,7.0069375,,,,,,,,,,,,,,,,,,,,,,,7.0017739625,,,,
,11381741.61,7.00042905,-0.024,501.189655172414,3.00054305769988,,2.79398924949084e-08,4.3301676076483e-05,2.9243198643831e-05,5.22513140308951e-05,34.0325897311035,1.53903345319404e-08,-9.119149694101819e-11,1.53906046955327e-08,-0.339487536584159,501,25,5,13.4965986394558,-0.076805167652275,0.0003714384613075,4369,0,6.9994841,7.0018287,-0.024,-0.024,,7.00595,,,,,,,,,,,,,,,,,,,,,,,7.00042905,,,,
,11381775.15,7.0013805125,-0.024,630.960391425909,3.00005862577851,,2.2293425297935e-08,3.76141826582066e-05,2.83293717018791e-05,4.70890649521538e-05,36.9854744114227,1.53969199922797e-08,-1.18743649078426e-10,1.53973778710161e-08,-0.441865974430755,210,25,5,13.4965986394558,-0.076805167652275,0.0004381469547067,4369,0,6.9992542,7.0029593,-0.024,-0.024,,7.0060375,,,,,,,,,,,,,,,,,,,,,,,7.0013805125,,,,
,11381810.52,7.0005202625,-0.024,794.330848089469,2.99929132153899,,2.05597368707571e-08,3.24453225290132e-05,2.68836752028096e-05,4.21358629485839e-05,39.6446021224606,1.54042876209521e-08,-1.53875489181111e-10,1.54050561432014e-08,-0.572316168905161,264,25,5,13.4965986394558,-0.076805167652275,0.0005205738930821,4369,0,6.9990277,7.0015979,-0.024,-0.024,,7.0048125,,,,,,,,,,,,,,,,,,,,,,,7.0005202625,,,,
,11381845.53,7.0002074875,-0.024,1000.0,2.99807640102726,,2.06495036887717e-08,2.78708869503986e-05,2.49668576613045e-05,3.74183153132492e-05,41.8541165579295,1.5417306505121e-08,-1.99137608476192e-10,1.54185925317441e-08,-0.740019668761533,333,25,5,13.4965986394558,-0.076805167652275,0.000622685459175,4369,0,6.9989982,7.00172,-0.024,-0.024,,7.005525,,,,,,,,,,,,,,,,,,,,,,,7.0002074875,,,,
,11381880.81,7.000508725,-0.024,1258.90027958993,3.00031529927546,,2.06364358528298e-08,2.40125743737991e-05,2.28455436250828e-05,3.31439676499781e-05,43.5733076992119,1.53833933604503e-08,-3.8612783383903403e-10,1.53882385602255e-08,-1.43783951621407,419,25,5,13.4965986394558,-0.076805167652275,0.0007638106811314,4369,0,6.9995275,7.0020556,-0.024,-0.024,,7.0052625,,,,,,,,,,,,,,,,,,,,,,,7.000508725,,,,
,11381915.48,7.00085475,-0.024,1584.90027958993,3.00142800382918,,1.21520978962063e-08,2.05951977066948e-05,2.06810153295694e-05,2.91867532219624e-05,45.1191238282786,1.53834799442638e-08,-4.92792453412679e-10,1.53913709460109e-08,-1.83477833782086,528,25,5,13.4965986394558,-0.076805167652275,0.0009257575808696,4369,0,6.9997869,7.0025845,-0.024,-0.024,,7.0053,,,,,,,,,,,,,,,,,,,,,,,7.00085475,,,,
,11381950.59,7.001037975,-0.024,1995.30009319664,3.00076496165185,,2.77865017674028e-08,1.76675913734793e-05,1.84470675053905e-05,2.55428675854665e-05,46.2364441745271,1.53801676730251e-08,-6.24898951712631e-10,1.53928573159833e-08,-2.32665799776538,399,25,5,13.4965986394558,-0.076805167652275,0.0011273697613091,4369,0,6.9993124,7.0021105,-0.024,-0.024,,7.0048,,,,,,,,,,,,,,,,,,,,,,,7.001037975,,,,
,11381985.4,6.999841475,-0.024,2511.90074557316,3.00145181849252,,1.00986793856686e-08,1.53477221910155e-05,1.65442314646581e-05,2.25668821774026e-05,47.1485919026932,1.53749367415498e-08,-7.92933103307841e-10,1.53953701713528e-08,-2.95230514778308,502,25,5,13.4965986394558,-0.076805167652275,0.0013782876156045,4369,0,6.9987836,7.000371,-0.024,-0.024,,7.00355,,,,,,,,,,,,,,,,,,,,,,,6.999841475,,,,
,11382019.1,6.9970926125,-0.024,3162.30009319665,3.00186717732107,,1.1452878068053e-08,1.33278355665399e-05,1.46896856087339e-05,1.98347690728218e-05,47.7827906366917,1.5365778555238e-08,-1.00201922768443e-09,1.53984152801923e-08,-3.7310377105191,451,25,5,13.4965986394558,-0.076805167652275,0.0016923788975176,4369,0,6.9927244,7.0011063,-0.024,-0.024,,7.000175,,,,,,,,,,,,,,,,,,,,,,,6.9970926125,,,,
,11382054.09,7.0016452125,-0.024,3981.09972041007,2.99951164747064,,1.41939191692268e-08,1.15827068134066e-05,1.29609529388449e-05,1.73823300569368e-05,48.2140617509146,1.53523683614764e-08,-1.2656283102313901e-09,1.54044483616299e-08,-4.71272909852405,568,25,5,13.4965986394558,-0.076805167652275,0.0020841790364603,4369,0,7.0005765,7.0041323,-0.024,-0.024,,7.0055625,,,,,,,,,,,,,,,,,,,,,,,7.0016452125,,,,
,11382086.97,7.003427525,-0.024,5011.89934762349,2.99872559688416,,1.16949672259697e-08,1.00845843675924e-05,1.14493740712616e-05,1.52573591584772e-05,48.62646936365,1.53325138647589e-08,-1.5973772477190801e-09,1.54154985480378e-08,-5.94775170690764,455,25,5,13.4965986394558,-0.076805167652275,0.0025788243869031,4369,0,7.0028787,7.0039382,-0.024,-0.024,,7.0058125,,,,,,,,,,,,,,,,,,,,,,,7.003427525,,,,
,11382121.29,7.0024948125,-0.024,6309.59972041006,3.00162843652362,,6.314028517919071e-09,8.83135158384703e-06,1.0075009987715e-05,1.33977086492457e-05,48.7634881848368,1.53012013423202e-08,-2.01514640352159e-09,1.54333268463363e-08,-7.5025950138745,573,25,5,13.4965986394558,-0.076805167652275,0.0031935462331389,4369,0,7.0013657,7.0044441,-0.024,-0.024,,7.003475,,,,,,,,,,,,,,,,,,,,,,,7.0024948125,,,,
,11382185.0,7.0015357375,-0.024,7943.30009319665,2.99933830360841,,8.94864905607351e-09,7.77889267756063e-06,8.84119121138526e-06,1.17761552862249e-05,48.6571741027222,1.52553802992411e-08,-2.52789208529549e-09,1.54634041035399e-08,-9.40870100979436,611,5,5,13.4965986394558,-0.076805167652275,0.003933717600973,4369,0,6.9998956,7.003233,-0.024,-0.024,,7.0015875,,,,,,,,,,,,,,,,,,,,,,,7.0015357375,,,,
,11382220.77,7.0017681125,-0.024,10000.0,2.99875322179749,,1.38860465448774e-08,6.84248740163719e-06,7.74309544279819e-06,1.03332067083672e-05,48.5333254381944,1.51896060612883e-08,-3.2056670396098303e-09,1.55241886572525e-08,-11.9170278197413,588,5,5,13.4965986394558,-0.076805167652275,0.0048120626551237,4369,0,7.0001993,7.0040565,-0.024,-0.024,,7.00005,,,,,,,,,,,,,,,,,,,,,,,7.0017681125,,,,
,11382426.09,7.5025548375,-0.024,10.0,3.00137149090889,,8.25670712230083e-07,7.14721852404896e-05,1.46083265373445e-06,7.14871127903e-05,1.17091555033982,1.54328920565438e-08,8.17459695027448e-11,1.54331085537705e-08,0.303485258958253,320,25,5,13.4965986394558,-0.076805167652275,0.0001050569768653,4369,0,7.5017529,7.5029831,-0.024,-0.024,,7.49625,,,,,,,,,,,,,,,,,,,,,,,7.5025548375,,,,
,11382459.91,7.5024731625,-0.024,12.5890027958993,3.00137129787711,,1.14495422288963e-06,7.35043353826991e-05,-1.5311919365012e-07,7.35044948662309e-05,-0.119354468316374,1.53650674571377e-08,1.4633015192029e-11,1.53650744250565e-08,0.0545659666590304,384,25,5,13.4965986394558,-0.076805167652275,0.0001068770100349,4369,0,7.5012164,7.5037594,-0.024,-0.024,,7.4962375,,,,,,,,,,,,,,,,,,,,,,,7.5024731625,,,,
,11382494.56,7.5026642625,-0.024,15.8490214352283,3.00137099187908,,6.95524390037515e-07,7.29307242638867e-05,1.10570828764199e-06,7.29391056462337e-05,0.868599147178756,1.53505452521141e-08,2.9706191420142196e-11,1.53505739956202e-08,0.1108779682511,480,25,5,13.4965986394558,-0.076805167652275,0.000109200891868,4369,0,7.499929,7.5049314,-0.024,-0.024,,7.4965,,,,,,,,,,,,,,,,,,,,,,,7.5026642625,,,,
,11382528.51,7.5024562625,-0.024,19.952935694315,3.00137050692122,,1.09827412949008e-06,7.49713127506546e-05,2.26143584688372e-06,7.50054119890428e-05,1.7277469066469,1.53714677035691e-08,3.99651962704008e-11,1.53715196574307e-08,0.148966380977987,304,25,5,13.4965986394558,-0.076805167652275,0.000111874779802,4369,0,7.5005293,7.5039392,-0.024,-0.024,,7.496375,,,,,,,,,,,,,,,,,,,,,,,7.5024562625,,,,
,11382563.17,7.5025024375,-0.024,25.1190587138863,3.00136973837459,,7.26545681970026e-07,7.38129813208101e-05,2.21013350957753e-06,7.38460621942458e-05,1.7150573900126,1.5391518939478e-08,4.0244516892548493e-11,1.53915715534656e-08,0.149812095917606,400,25,5,13.4965986394558,-0.076805167652275,0.0001148340022993,4369,0,7.501801,7.504509,-0.024,-0.024,,7.4964375,,,,,,,,,,,,,,,,,,,,,,,7.5025024375,,,,
,11382598.03,7.50296975,-0.024,31.6230195712954,3.00136852027881,,4.31619095759871e-07,7.27819034186171e-05,4.47539380646233e-06,7.29193706429219e-05,3.51871431066038,1.54170573509748e-08,3.4088893477971495e-11,1.5417095038168e-08,0.126687376008312,496,25,5,13.4965986394558,-0.076805167652275,0.0001184907505155,4369,0,7.5010509,7.504015,-0.024,-0.024,,7.4961375,,,,,,,,,,,,,,,,,,,,,,,7.50296975,,,,
,11382633.2,7.502245125,-0.024,39.8108108108108,3.00136658978538,,2.22766416449776e-07,7.30360934509488e-05,5.75688288655721e-06,7.32626279022617e-05,4.50687469184978,1.54011333759825e-08,3.819335403998e-11,1.54011807338625e-08,0.142087822534378,312,25,5,13.4965986394558,-0.076805167652275,0.0001230594653237,4369,0,7.5003247,7.5046515,-0.024,-0.024,,7.494975,,,,,,,,,,,,,,,,,,,,,,,7.502245125,,,,
,11382666.39,7.5017255,-0.024,50.118825722274,3.00136353011628,,3.848405592733e-07,7.29507958252939e-05,6.61267396796541e-06,7.32498878398481e-05,5.17945951696209,1.54215446320587e-08,5.481384715878639e-11,1.54216420460475e-08,0.20364943658184,400,25,5,13.4965986394558,-0.076805167652275,0.000128884213554,4369,0,7.5004807,7.5028572,-0.024,-0.024,,7.4951125,,,,,,,,,,,,,,,,,,,,,,,7.5017255,,,,
,11382700.03,7.5015131875,-0.024,63.096458527493,3.00135868063289,,3.2128379266307e-07,7.20179854105935e-05,8.58871481393382e-06,7.25283134007371e-05,6.80085499894726,1.54016885241423e-08,6.181640665053409e-11,1.54018125771881e-08,0.229961811127697,504,25,5,13.4965986394558,-0.076805167652275,0.0001359412067153,4369,0,7.4984837,7.5039063,-0.024,-0.024,,7.4946375,,,,,,,,,,,,,,,,,,,,,,,7.5015131875,,,,
,11382733.82,7.446703375,-0.024,79.4333643988816,3.00135099520827,,9.25401004965748e-08,7.20491011795555e-05,1.09962327755537e-05,7.28834008264982e-05,8.67759746267621,1.53948829849745e-08,7.23610314045123e-11,1.53950530444011e-08,0.269307092012983,316,25,5,13.4965986394558,-0.076805167652275,0.00014501415527,4374,0,7.371078,7.4982033,-0.024,-0.024,,7.430975,,,,,,,,,,,,,,,,,,,,,,,7.446703375,,,,
,11382768.4,7.474301775,-0.024,100.0,3.00133881500266,,1.21591252951451e-07,7.02738013561693e-05,1.29242007774882e-05,7.14523766069623e-05,10.4209358101937,1.538715746739e-08,8.43077122924494e-11,1.53873884306795e-08,0.31392593259094,400,25,5,13.4965986394558,-0.076805167652275,0.0001559388274586,4373,0,7.4708095,7.4784131,-0.024,-0.024,,7.475625,,,,,,,,,,,,,,,,,,,,,,,7.474301775,,,,
,11382802.24,7.49414295,-0.024,125.890027958993,3.00131951260894,,5.5480567214022e-08,6.83981488452744e-05,1.57603368095053e-05,7.01904194446034e-05,12.9756457245312,1.53796225082062e-08,-1.2678788478293799e-11,1.53796277343309e-08,-0.0472339879727315,500,25,5,13.4965986394558,-0.076805167652275,0.0001713966298788,4373,0,7.4851503,7.5008879,-0.024,-0.024,,7.4954125,,,,,,,,,,,,,,,,,,,,,,,7.49414295,,,,
,11382838.29,7.5007882125,-0.024,158.490214352283,3.00128891477575,,8.80777535489689e-08,6.58723133202531e-05,1.85758237426314e-05,6.8441382875267e-05,15.7483160464635,1.53826288915625e-08,-1.62025339790798e-11,1.53826374246304e-08,-0.0603496630940867,316,25,5,13.4965986394558,-0.076805167652275,0.0001892553802294,4373,0,7.4976201,7.5099506,-0.024,-0.024,,7.501825,,,,,,,,,,,,,,,,,,,,,,,7.5007882125,,,,
,11382873.08,7.499751325,-0.024,199.530288909599,3.0012404227093,,1.0430997628e-07,6.24227417214064e-05,2.1481241685792e-05,6.60154711289772e-05,18.9896338231558,1.53805746411714e-08,-2.76620932836157e-11,1.53805995164054e-08,-0.103046831847848,398,25,5,13.4965986394558,-0.076805167652275,0.0002116936789662,4373,0,7.4903235,7.5083151,-0.024,-0.024,,7.5,,,,,,,,,,,,,,,,,,,,,,,7.499751325,,,,
,11382907.59,7.520990775,-0.024,251.189655172414,3.00116358324547,,3.67568652280192e-08,5.8316725030176e-05,2.40050023173154e-05,6.30640987765581e-05,22.3736101521704,1.53804186175408e-08,-3.8048181431038296e-11,1.53804656793904e-08,-0.14173838966127,502,25,5,13.4965986394558,-0.076805167652275,0.0002399271140443,4369,0,7.4933705,7.5357847,-0.024,-0.024,,7.51835,,,,,,,,,,,,,,,,,,,,,,,7.520990775,,,,
,11382942.67,7.5059319,-0.024,316.22972972973,3.00104180430481,,3.33822285499749e-08,5.34083482016018e-05,2.61294553382513e-05,5.94575486704356e-05,26.0696906328047,1.53860338845729e-08,-5.09099788375185e-11,1.53861181109197e-08,-0.189582078082708,316,25,5,13.4965986394558,-0.076805167652275,0.0002749342259268,4369,0,7.4798121,7.531857,-0.024,-0.024,,7.5039625,,,,,,,,,,,,,,,,,,,,,,,7.5059319,,,,
,11382977.97,7.5111906625,-0.024,398.109972041007,3.0008488274793,,2.59602459067277e-08,4.80855980062643e-05,2.74425091824953e-05,5.53652964035359e-05,29.713455305807,1.53867547494432e-08,-6.877413668430019e-11,1.53869084484633e-08,-0.256093087529052,398,25,5,13.4965986394558,-0.076805167652275,0.0003180220077203,4373,0,7.4510756,7.5442915,-0.024,-0.024,,7.5035625,,,,,,,,,,,,,,,,,,,,,,,7.5111906625,,,,
,11383013.01,7.51328915,-0.024,501.189655172414,3.00054305769988,,3.34377356532737e-08,4.23498116406998e-05,2.78104149785164e-05,5.06648371879358e-05,33.2922383652923,1.5390681260486e-08,-9.104377143770039e-11,1.53909505434263e-08,-0.338929961624956,501,25,5,13.4965986394558,-0.076805167652275,0.0003711885469775,4373,0,7.4664035,7.5567365,-0.024,-0.024,,7.492325,,,,,,,,,,,,,,,,,,,,,,,7.51328915,,,,
,11383047.45,7.5006542875,-0.024,630.960391425909,3.00005862577851,,1.6068194453677e-08,3.68560845746244e-05,2.72798272846443e-05,4.5853679752577e-05,36.5077938296242,1.53968381013074e-08,-1.18125777219803e-10,1.53972912298597e-08,-0.439569193001034,210,25,5,13.4965986394558,-0.076805167652275,0.0004382787516323,4373,0,7.482451,7.5217452,-0.024,-0.024,,7.5005,,,,,,,,,,,,,,,,,,,,,,,7.5006542875,,,,
,11383081.61,7.5042897125,-0.024,794.330848089469,2.99929132153899,,1.47027673238732e-08,3.16630811819292e-05,2.60362447047184e-05,4.09931305008219e-05,39.4301295535074,1.54039971831156e-08,-1.53412518300391e-10,1.54047611022763e-08,-0.570605091758807,264,25,5,13.4965986394558,-0.076805167652275,0.0005210651361685,4373,0,7.4701447,7.547492,-0.024,-0.024,,7.4945625,,,,,,,,,,,,,,,,,,,,,,,7.5042897125,,,,
,11383116.05,7.4981239,-0.024,1000.0,2.99807640102726,,1.85372212850422e-08,2.71757503473186e-05,2.43233213756579e-05,3.64711580524025e-05,41.8297424448673,1.54177539154697e-08,-1.98481032229056e-10,1.5419031439041e-08,-0.737558619661741,333,25,5,13.4965986394558,-0.076805167652275,0.0006225944282654,4373,0,7.4758387,7.5261402,-0.024,-0.024,,7.4943625,,,,,,,,,,,,,,,,,,,,,,,7.4981239,,,,
,11383151.85,7.5016034375,-0.024,1258.90027958993,3.00031529927546,,5.30063012599006e-08,2.31504865090938e-05,2.243257032565e-05,3.22360859445276e-05,44.0976873942541,1.53825495709561e-08,-3.87658828714889e-10,1.53874335309824e-08,-1.44361728491367,419,25,5,13.4965986394558,-0.076805167652275,0.0007628255069763,4373,0,7.4799414,7.5336123,-0.024,-0.024,,7.4905,,,,,,,,,,,,,,,,,,,,,,,7.5016034375,,,,
,11383186.56,7.503513025,-0.024,1584.90027958993,3.00142800382918,,1.68678967581958e-08,1.98472841905075e-05,2.01765430573874e-05,2.83020772998269e-05,45.4713371803363,1.53834813467357e-08,-4.92338697781555e-10,1.53913578263485e-08,-1.83308988858738,528,25,5,13.4965986394558,-0.076805167652275,0.0009249068916225,4373,0,7.4801626,7.5414071,-0.024,-0.024,,7.4923625,,,,,,,,,,,,,,,,,,,,,,,7.503513025,,,,
,11383221.28,7.4942419125,-0.024,1995.30009319664,3.00076496165185,,5.43786141210995e-08,1.70240510878142e-05,1.8070342525338e-05,2.48265099122601e-05,46.7076896088717,1.53804032996649e-08,-6.24881706951579e-10,1.53930920483191e-08,-2.3265582576069,399,25,5,13.4965986394558,-0.076805167652275,0.0011260808600466,4373,0,7.4799986,7.5109873,-0.024,-0.024,,7.4860125,,,,,,,,,,,,,,,,,,,,,,,7.4942419125,,,,
,11383255.9,7.4977682,-0.024,2511.90074557316,3.00145181849252,,9.178926907255731e-09,1.46668528688891e-05,1.6095762010424e-05,2.1775907048246e-05,47.6594507462563,1.53749494062054e-08,-7.92878732632354e-10,1.53953800189549e-08,-2.95210064169311,502,25,5,13.4965986394558,-0.076805167652275,0.0013761946174154,4373,0,7.4693255,7.5324721,-0.024,-0.024,,7.4902875,,,,,,,,,,,,,,,,,,,,,,,7.4977682,,,,
,11383290.12,7.497812425,-0.024,3162.30009319665,3.00186717732107,,1.76047201684994e-08,1.27048990813532e-05,1.4280612670875e-05,1.91141402873089e-05,48.3417688285127,1.53657736404507e-08,-1.00174932300312e-09,1.53983928146968e-08,-3.73003674253368,451,25,5,13.4965986394558,-0.076805167652275,0.0016894746894317,4373,0,7.467279,7.5193853,-0.024,-0.024,,7.4898625,,,,,,,,,,,,,,,,,,,,,,,7.497812425,,,,
,11383324.39,7.4982289875,-0.024,3981.09972041007,2.99951164747064,,1.85098464984069e-08,1.10385729165016e-05,1.25603872848031e-05,1.67216452772198e-05,48.6896954529463,1.53520900098261e-08,-1.266356366939e-09,1.54042307863096e-08,-4.71551300017364,568,25,5,13.4965986394558,-0.076805167652275,0.0020814665257906,4373,0,7.4792476,7.516748,-0.024,-0.024,,7.490975,,,,,,,,,,,,,,,,,,,,,,,7.4982289875,,,,
,11383359.04,7.50061775,-0.024,5011.89934762349,2.99872559688416,,1.0446831281146e-08,9.60993217854988e-06,1.10398316106204e-05,1.46365528204964e-05,48.9611413587852,1.53324624632211e-08,-1.59731223755758e-09,1.54154406868676e-08,-5.94753117596258,455,25,5,13.4965986394558,-0.076805167652275,0.0025751977989721,4373,0,7.4741602,7.5360718,-0.024,-0.024,,7.4912875,,,,,,,,,,,,,,,,,,,,,,,7.50061775,,,,
